Date,Close,MA5,MA10,EMA12,EMA26,Return,Volatility,RSI,MACD,MACD_signal,BB_upper,BB_lower,Momentum,target
2018-01-22,41.49215316772461,41.72703552246094,41.38313980102539,41.341506796115375,40.98747922542358,-0.008180904335659545,0.007641080779456348,68.89997417566516,0.35402757069179813,0.25385662468187203,42.302468606411594,40.46381099563919,0.4688377380371094,1
2018-01-23,41.501502990722656,41.7668815612793,41.4461971282959,41.366121595285726,41.02555505989017,0.00022533954698022995,0.007461080826282344,68.99857963732889,0.3405665353955527,0.27119860682460817,42.29302406279754,40.59937019379426,0.6305732727050781,0
2018-01-24,40.840450286865234,41.5380859375,41.44361686706543,41.28524908629795,41.011843595221656,-0.01592840394250772,0.00930323731203861,56.47365244735254,0.2734054910762964,0.27163998367494585,42.29841717584996,40.5888165582809,-0.0258026123046875,0
2018-01-25,40.11141586303711,41.15598373413086,41.369071578979494,41.10465935964243,40.94514524468946,-0.0178507929934012,0.010881407642969722,44.57017572925986,0.15951411495296952,0.2492148099305506,42.52741410807574,40.21072904988325,-0.745452880859375,1
2018-01-26,40.20518493652344,40.83014144897461,41.280696105957034,40.96627867916259,40.8903333700105,0.0023377153727635047,0.010675976160500604,39.16784516546122,0.07594530915208964,0.21456090977485842,42.64972011662582,39.911672095288246,-0.8837547302246094,0
2018-01-29,39.37299728393555,40.4063102722168,41.06667289733887,40.72115846451228,40.77793810437532,-0.020698515723824196,0.011154239762678585,33.19271404920191,-0.056779639863044906,0.16029279984727776,42.87335111468833,39.259994679989404,-2.1402320861816406,0
2018-01-30,39.14091110229492,39.93419189453125,40.85053672790527,40.47804348570961,40.656676844961964,-0.0058945520445637944,0.011156056737271073,31.58106501164704,-0.1786333592523519,0.09250756802735183,43.01387742113175,38.68719603467879,-2.1613616943359375,1
2018-01-31,39.248756408691406,39.61585311889648,40.57696952819824,40.28892239693758,40.55238644227526,0.002755309045173515,0.008755982742455244,33.18602319257238,-0.26346404533767753,0.02131324535434595,42.79424477047548,38.359694285921,-2.7356719970703125,1
2018-02-01,39.3307991027832,39.459729766845705,40.307856750488284,40.14151881322152,40.461898491201765,0.002090325951668248,0.008878368258792057,31.021970546718904,-0.3203796779802417,-0.04702533931257158,42.39512167907671,38.22059182189986,-2.6911277770996094,0
2018-02-02,37.624237060546875,38.94354019165039,39.8868408203125,39.75424469742542,40.25170134819029,-0.04338996616307156,0.014567419414058631,17.122204434720814,-0.49745665076486745,-0.13711160160303076,42.28141485377865,37.49226678684635,-4.2101593017578125,0
