Date,Close,MA5,MA10,EMA12,EMA26,Return,Volatility,RSI,MACD,MACD_signal,BB_upper,BB_lower,Momentum,target
2018-01-22,41.49214172363281,41.72703475952149,41.383141326904294,41.34150674101898,40.987478590404734,-0.008181177892655489,0.007641167053170313,68.89940293975285,0.35402815061424775,0.2538580393520137,42.30247122165927,40.46381143214932,0.4688262939453125,1
2018-01-23,41.501529693603516,41.766886138916014,41.44620018005371,41.366125656801216,41.02555644990094,0.0002262589873820442,0.007461174437301424,68.9984089409756,0.3405692069002768,0.2712002728616663,42.293032022623144,40.59936833748427,0.6305885314941406,0
2018-01-24,40.840457916259766,41.53809280395508,41.44362106323242,41.285253696717916,41.011845447409,-0.015928853279006727,0.009303404328651682,56.47358507945281,0.2734082493089147,0.271641868151116,42.2984227374421,40.58881938902274,-0.025791168212890625,0
2018-01-25,40.11141586303711,41.15598831176758,41.36907615661621,41.10466326076702,40.94514695967775,-0.017850976468420154,0.010881585828343282,44.570192595319725,0.15951630108926906,0.24921675473874663,42.527420143828394,40.210732169404025,-0.7454490661621094,1
2018-01-26,40.20518493652344,40.83014602661133,41.280700302124025,40.96628198011416,40.890334957962615,0.0023377153727635047,0.010676142956750397,39.16821718111423,0.0759470221515457,0.21456280822130647,42.649727097338996,39.911673506909054,-0.883758544921875,0
2018-01-29,39.37299346923828,40.40631637573242,41.06667556762695,40.721160670748645,40.77793929213118,-0.02069861060455347,0.011154383059790125,33.193089563124246,-0.05677862138253431,0.16029452230053834,42.87335843646576,39.259992698788146,-2.140247344970703,0
2018-01-30,39.14091873168945,39.93419418334961,40.85054016113281,40.478046526278,40.65667850987624,-0.005894261957251068,0.011156198625959441,31.581652224975997,-0.17863198359823684,0.0925092211207833,43.013883245003186,38.68719707726244,-2.1613540649414062,1
2018-01-31,39.24875259399414,39.61585311889648,40.57697296142578,40.288924382849714,40.552387701292375,0.0027550161263174555,0.00875615927523107,33.186398738372674,-0.26346331844266047,0.021314713208094554,42.79425451062418,38.359691412227384,-2.7356719970703125,1
2018-02-01,39.3307991027832,39.459729766845705,40.30785903930664,40.14152049360871,40.461899656958366,0.0020904233476610745,0.008878518980298549,31.02235135128457,-0.32037916334965644,-0.047024062103455645,42.395128458124766,38.22058962048852,-2.6911392211914062,0
2018-02-02,37.62422561645508,38.943537902832034,39.88684196472168,39.75424435866199,40.25170157988405,-0.04339025713330502,0.014567589088349965,17.12260469676154,-0.4974572212220565,-0.13711069392717584,42.28142650664765,37.49225742279572,-4.210170745849609,0
2018-02-05,36.68421173095703,38.40578155517578,39.406048965454104,39.281931646707385,39.98744307255612,-0.024984271970953986,0.015230372743241094,15.243591179096725,-0.7055114258487336,-0.2507908403114874,42.25559575638111,36.5565021745271,-4.807929992675781,1
2018-02-06,38.21731185913086,38.22106018066406,39.077627182006836,39.11814398708023,39.85632224193203,0.041791824216303786,0.022779398675766647,24.867200511448544,-0.7381782548517961,-0.34826832321954915,41.5909924163988,36.564261947614874,-3.2842178344726562,0
2018-02-07,37.39918899536133,37.8511474609375,38.73350028991699,38.853689372969626,39.67431237181568,-0.02140712739779116,0.02305607119631289,22.068062296242758,-0.8206229988460549,-0.44273925834485034,41.11291293204641,36.354087647787566,-3.4412689208984375,0
2018-02-08,36.37010192871094,37.25900802612305,38.359368896484376,38.47159899692983,39.42955604269682,-0.02751629364952346,0.023684486988459097,20.030972603347323,-0.9579570457669888,-0.5457828158292781,40.94358316907765,35.775154623891105,-3.741313934326172,1
2018-02-09,36.814945220947266,37.09715194702149,38.02034492492676,38.2167291852402,39.23588116701167,0.012231015824708535,0.024428456999736732,24.633277707596193,-1.019151981771472,-0.6404566490177169,40.41057529671619,35.63011455313733,-3.390239715576172,1
2018-02-12,38.29780197143555,37.41986999511719,37.91282577514649,38.229201921577946,39.16639381919122,0.04027866241790723,0.02834264464865132,35.018986745667505,-0.9371918976132747,-0.6998036987368286,40.12254404985332,35.70310750043966,-1.0751914978027344,1
2018-02-13,38.68146514892578,37.51270065307617,37.86688041687012,38.29878087963146,39.13047317694934,0.01001789026368649,0.028570707791661244,39.63539364176734,-0.8316922973178791,-0.7261814184530387,39.98010941935076,35.75365141438947,-0.4594535827636719,1
